ENSEMBL	chromosome_name	start_position	end_position
ENSG00000062716	17	59707192	59842255
ENSG00000230489	1	107964443	107994607
ENSG00000182670	21	37073226	37203112
ENSG00000262050	17	2712309	2712833
ENSG00000259969	14	57993545	57994525
ENSG00000196507	X	103607451	103629690
ENSG00000257023	12	22609228	22625015
ENSG00000106479	7	149838375	149867479
ENSG00000100147	22	41800679	41832164
ENSG00000139318	12	89347235	89352501
ENSG00000077238	16	27313668	27364778
ENSG00000178773	16	89575758	89597246
ENSG00000131368	3	15009611	15065339
ENSG00000130962	X	37349309	37457292
ENSG00000196388	17	4988130	4997610
ENSG00000122687	7	2234195	2242205
ENSG00000141506	17	8878911	8965712
ENSG00000100503	14	50719763	50831162
ENSG00000139910	14	26443090	26598033
ENSG00000126107	1	45002540	45011324
ENSG00000160410	19	40576853	40591399
ENSG00000111364	12	123602077	123620943
ENSG00000008710	16	2088708	2135898
ENSG00000219607	6	5085341	5089487
ENSG00000168140	16	4371848	4383538
ENSG00000128607	7	130070534	130135705
ENSG00000107796	10	88935074	88991339
ENSG00000143811	1	225919877	225924340
ENSG00000110013	11	124633113	124695707
ENSG00000123737	4	121801318	121817021
ENSG00000183011	17	7856685	7885238
ENSG00000236747	X	39367285	39391807
ENSG00000248008	12	120488079	120495946
ENSG00000099974	22	23966888	23972556
ENSG00000143549	1	154155304	154194648
ENSG00000101052	20	43590937	43647299
ENSG00000137809	15	68296532	68432163
ENSG00000215183	9	35752990	35756613
ENSG00000272787	22	23969211	23969873
ENSG00000271605	17	64449037	64468643
ENSG00000127314	12	68610855	68671901
ENSG00000125633	2	117915478	118014133
ENSG00000136237	7	22118236	22357154
ENSG00000247157	12	11548030	11590369
ENSG00000146223	6	42879616	42889925
ENSG00000088986	12	120469850	120498493
ENSG00000133678	10	80078646	80092557
ENSG00000102390	X	76173040	76178314
ENSG00000166326	11	35662775	35818007
ENSG00000245522	11	9754770	9759533
ENSG00000170340	2	62196115	62224731
ENSG00000167113	9	128322544	128334072
ENSG00000249171	4	83668510	83731755
ENSG00000103160	16	84122141	84145192
ENSG00000246273	11	9758268	9811335
ENSG00000177868	1	42807052	42817397
ENSG00000259366	8	29055925	29057395
ENSG00000174032	13	45393316	45418455
ENSG00000144681	3	36380503	36548007
ENSG00000156261	21	29055805	29073797
ENSG00000162227	11	62771357	62787342
ENSG00000116273	1	6613731	6624030
ENSG00000169682	16	28974221	28984548
ENSG00000269952	10	35210416	35210750
ENSG00000105287	19	46674275	46717127
ENSG00000198752	14	102932380	103057549
ENSG00000126838	12	9148840	9208395
ENSG00000171135	3	9890574	9894349
ENSG00000107295	9	17579066	17797124
ENSG00000142945	1	44739818	44767767
ENSG00000112981	5	138115175	138139443
ENSG00000119541	18	63389190	63422483
ENSG00000066654	16	20702816	20742084
ENSG00000124214	20	49113339	49188367
ENSG00000115540	2	197515571	197553699
ENSG00000198429	19	11887782	11914329
ENSG00000177427	17	18260597	18266552
ENSG00000021300	11	73646178	73662819
ENSG00000178163	4	10439880	10457426
ENSG00000185963	9	92711363	92764833
ENSG00000148680	10	90740823	90858039
ENSG00000185414	2	99181152	99199561
ENSG00000250155	5	36666214	36725195
ENSG00000119900	6	71288811	71309059
ENSG00000063854	16	1795620	1827157
ENSG00000198130	2	190189735	190344193
ENSG00000132361	17	2689386	2712663
ENSG00000126947	X	101550547	101554700
ENSG00000137074	9	32886601	33025130
ENSG00000256463	18	78979818	79002677
ENSG00000172137	16	71358713	71390436
ENSG00000114867	3	184314495	184335358
ENSG00000166450	15	55611544	55743152
ENSG00000138083	2	44941702	44946071
ENSG00000260898	15	72782835	72798199
ENSG00000272927	4	661209	661945
ENSG00000130669	19	39125770	39182816
ENSG00000279175	22	44102779	44116232
ENSG00000142494	17	19495385	19579034
ENSG00000261971	16	3037400	3059370
ENSG00000151131	12	104986316	105074197
ENSG00000116299	1	109113679	109206781
ENSG00000127947	7	77537295	77640069
ENSG00000232629	6	32756098	32763532
ENSG00000005844	16	30472658	30523567
ENSG00000079950	6	132445867	132513198
ENSG00000135723	16	67229387	67247481
ENSG00000198258	19	9827892	9830115
ENSG00000013810	4	1712858	1745171
ENSG00000186716	22	23179704	23318037
ENSG00000101096	20	51386957	51562831
ENSG00000159184	17	48724763	48728750
ENSG00000110851	12	107732871	107761272
ENSG00000185164	16	18417325	18562211
ENSG00000232295	6	71221457	71328228
ENSG00000132330	2	238060924	238099413
ENSG00000165424	10	79382325	79445624
ENSG00000106086	7	30027404	30130483
ENSG00000111231	12	110452486	110469268
ENSG00000151292	5	123512177	123617045
ENSG00000095370	9	127738317	127778710
ENSG00000166004	11	93661682	93730358
ENSG00000134987	5	111092321	111130502
ENSG00000175164	9	133233278	133276024
ENSG00000163554	1	158610704	158686715
ENSG00000125484	9	132670035	132694953
ENSG00000105967	7	115935148	116159896
ENSG00000106344	7	128297685	128343908
ENSG00000155846	5	149730298	149855022
ENSG00000169933	X	11822423	12724523
ENSG00000131089	X	63634967	63809274
ENSG00000179218	19	12938578	12944489
ENSG00000260810	14	91258299	91259003
ENSG00000274021	12	89351015	89353271
ENSG00000115275	2	74461057	74465410
ENSG00000147421	8	28890395	29064764
ENSG00000144182	2	99154955	99163157
ENSG00000167088	18	21612314	21633524
ENSG00000276390	12	47699401	47699917
ENSG00000255398	12	122714756	122716811
ENSG00000113593	5	65563236	65587549
ENSG00000139343	12	95858952	95903828
ENSG00000182782	12	122701293	122703357
ENSG00000148154	9	111896814	111935369
ENSG00000133812	11	9776776	10304877
ENSG00000166233	15	72474330	72602987
ENSG00000179988	10	122954381	122997513
ENSG00000198342	19	12345944	12365905
ENSG00000270177	5	134226410	134227827
ENSG00000171992	5	150601080	150659207
ENSG00000139970	14	59595976	59870776
ENSG00000123552	6	99432325	99521728
ENSG00000126858	17	32142454	32253374
ENSG00000241839	15	64841883	64868002
ENSG00000260060	16	31196131	31196963
ENSG00000151553	10	114821744	114899832
ENSG00000270574	2	178578790	178580906
ENSG00000267811	11	62771120	62771606
ENSG00000272654	1	153977743	153979160
ENSG00000138448	2	186590056	186680901
ENSG00000270956	2	178541125	178541799
ENSG00000273026	1	153966516	153966930
ENSG00000100764	14	90256527	90275429
ENSG00000092036	14	22946228	22957161
ENSG00000175787	9	94259298	94301829
ENSG00000262919	X	153587925	153600045
ENSG00000262814	17	81703367	81707517
ENSG00000256249	12	122687125	122715979
ENSG00000076650	19	33080899	33130542
ENSG00000198960	X	101615118	101618001
ENSG00000137960	1	77979542	78138444
ENSG00000001167	6	41072974	41102403
ENSG00000169855	3	78597239	79767998
ENSG00000186635	11	72685069	72793599
ENSG00000064995	6	34877462	34889192
ENSG00000188396	1	44805893	44807351
ENSG00000006468	7	13891229	13991425
ENSG00000147592	8	70635318	70669185
ENSG00000167771	11	63911230	63917164
ENSG00000104432	8	78675743	78805523
ENSG00000242798	7	100115214	100127139
ENSG00000257764	12	69353493	69354225
ENSG00000165775	X	155025980	155060304
ENSG00000231233	10	104351301	104353624
ENSG00000188677	22	43999211	44172939
ENSG00000196917	12	122726076	122730844
ENSG00000090382	12	69348381	69354234
ENSG00000173846	1	44800377	44805990
ENSG00000113273	5	78777209	78986087
ENSG00000169599	2	69396113	69437628
ENSG00000123124	8	86342547	86478420
ENSG00000225791	6	52576787	52643058
ENSG00000148688	10	90871952	90908553
ENSG00000055813	2	56183990	56386172
ENSG00000229950	6	10409340	10416446
ENSG00000065029	6	35258909	35295985
ENSG00000272219	7	101960116	101961894
ENSG00000223387	3	172560888	172595607
ENSG00000115325	2	74549026	74557551
ENSG00000065989	19	10416773	10469630
ENSG00000228172	1	25816749	25820797
ENSG00000128564	7	101162509	101165569
ENSG00000166016	11	34150987	34358010
ENSG00000233251	2	56173534	56185870
ENSG00000135341	6	90513573	90587072
ENSG00000061936	12	131711081	131799738
ENSG00000065060	6	34792083	34877514
ENSG00000181220	7	149472696	149497817
ENSG00000128656	2	174798809	175005381
ENSG00000143033	1	93079235	93139079
ENSG00000230838	2	215718043	215720944
ENSG00000130958	9	96313444	96383711
ENSG00000081985	1	67307364	67398724
ENSG00000135480	12	52232520	52252186
ENSG00000165730	10	68827531	68895432
ENSG00000155980	12	57546026	57586633
ENSG00000173039	11	65653599	65663090
ENSG00000161888	19	11131520	11155807
ENSG00000178694	3	94062980	94131832
ENSG00000258920	14	89417354	89419793
ENSG00000008735	22	50600793	50613981
ENSG00000235770	2	215611563	215848954
ENSG00000021762	11	3087107	3166739
ENSG00000120051	10	104353833	104455102
ENSG00000188322	16	28259246	28323849
ENSG00000168924	4	1811479	1856156
ENSG00000051341	3	121431431	121545988
ENSG00000254470	11	65773898	65780976
ENSG00000055147	5	153990148	154038936
ENSG00000172315	20	46684365	46689444
ENSG00000226124	2	199760544	199851192
ENSG00000136521	3	179604690	179627647
ENSG00000126001	20	35455164	35519280
ENSG00000166938	15	66293217	66333898
ENSG00000144306	2	174395730	174429575
ENSG00000225506	1	47096653	47179271
ENSG00000162430	1	25800193	25818221
ENSG00000114670	3	131026850	131350465
ENSG00000124789	6	17615035	17706925
ENSG00000082805	12	990509	1495933
ENSG00000198663	6	36871870	36928964
ENSG00000068489	17	59155732	59206709
ENSG00000131781	1	147175351	147243050
ENSG00000106571	7	41960949	42264100
ENSG00000154016	17	19020656	19047011
ENSG00000118985	5	95885098	95961851
ENSG00000162616	1	77979175	78017964
ENSG00000140557	15	92393881	92468728
ENSG00000224805	1	47179250	47180339
ENSG00000131507	5	142108779	142154440
ENSG00000169020	4	672436	674330
ENSG00000117013	1	40783787	40840452
ENSG00000139726	12	122752824	122771064
ENSG00000264188	18	21661787	21662395
ENSG00000075420	3	172039578	172401669
ENSG00000272744	4	183516894	183517527
ENSG00000156414	14	103928456	104052667
ENSG00000225194	9	96019724	96027993
ENSG00000215244	10	6271169	6353827
ENSG00000198276	20	63939829	63956416
ENSG00000124602	6	41026895	41039221
ENSG00000137203	6	10393186	10419659
ENSG00000113812	3	53867066	53882152
ENSG00000272463	6	708592	711405
ENSG00000205559	22	50583026	50595634
ENSG00000122033	13	27435643	27450591
ENSG00000178718	15	74954418	74956772
ENSG00000182327	17	4788964	4790589
ENSG00000239382	19	36009120	36014239
ENSG00000136010	12	105019784	105107643
ENSG00000277662	13	41229180	41229676
ENSG00000137200	6	37433219	37482827
ENSG00000139679	13	48389567	48444704
ENSG00000137210	6	10747759	10852753
ENSG00000171160	10	97614553	97633500
ENSG00000159450	1	152106317	152115444
ENSG00000105875	7	135183839	135211555
ENSG00000235903	13	46052497	46161379
ENSG00000176387	16	67430652	67437553
ENSG00000196954	11	104942866	104969366
ENSG00000108094	10	35008504	35127006
ENSG00000255966	12	6532290	6533498
ENSG00000249115	19	35612735	35625355
ENSG00000152078	1	95117355	95197607
ENSG00000152465	10	15102584	15168693
ENSG00000112195	6	41189749	41201149
ENSG00000204172	10	47501854	47523638
ENSG00000164610	7	33094797	33109405
ENSG00000271427	1	117364899	117365473
ENSG00000253522	5	160438594	160487426
ENSG00000172247	11	47589667	47594411
ENSG00000164946	9	14737152	14910995
ENSG00000254929	10	47517816	47553514
ENSG00000139508	13	28700064	28718970
ENSG00000244607	3	42705756	42773253
ENSG00000090863	16	74447427	74607144
ENSG00000120696	13	41189834	41194569
ENSG00000115085	2	97713576	97739862
ENSG00000107185	9	35749287	35758585
ENSG00000132612	16	69311350	69326939
ENSG00000185010	X	154835788	155026940
ENSG00000165410	14	34709113	34714823
ENSG00000148450	10	23095579	23122013
ENSG00000100387	22	40951347	40973309
ENSG00000163464	2	218162841	218166962
ENSG00000137491	11	75100563	75206549
ENSG00000065526	1	15836095	15940456
ENSG00000167283	11	118401346	118433278
ENSG00000101336	20	32052197	32101856
ENSG00000258603	14	73555115	73634436
ENSG00000162771	1	212624474	212626775
ENSG00000148737	10	112950247	113167678
ENSG00000271871	5	141952419	141953375
ENSG00000267458	19	12944118	12944487
ENSG00000198912	1	3889125	3900293
ENSG00000174827	1	145670852	145708148
ENSG00000237980	1	212653305	212665638
ENSG00000162913	1	228203503	228213664
ENSG00000123685	1	212686417	212699840
ENSG00000228843	9	35756712	35757940
ENSG00000217128	5	131641714	131797017
ENSG00000197956	1	153534599	153536244
ENSG00000265055	17	68096046	68101496
ENSG00000176438	14	95407266	95516650
ENSG00000134014	8	28089673	28191156
ENSG00000153885	19	33795933	33815763
ENSG00000220908	6	92723003	92723829
ENSG00000225793	6	75284992	75317525
ENSG00000100380	22	40824535	40856639
ENSG00000135828	1	182573634	182589256
ENSG00000070193	5	44300247	44389706
ENSG00000111325	12	122974580	122980043
ENSG00000138413	2	208236229	208266074
ENSG00000178172	5	148202794	148215137
ENSG00000115902	2	64988477	65023865
ENSG00000188690	10	125784980	125823258
ENSG00000141425	18	35984387	36067576
ENSG00000166199	11	43880811	43920274
ENSG00000165195	X	15319452	15335554
ENSG00000106537	7	16753755	16784536
ENSG00000170775	7	124743885	124765792
ENSG00000275620	20	63253978	63261615
ENSG00000251161	15	40906811	40910337
ENSG00000234684	20	1325400	1378735
ENSG00000170248	3	33798571	33869707
ENSG00000234818	2	10589166	10604830
ENSG00000135469	12	56266890	56270966
ENSG00000125944	1	23303771	23344336
ENSG00000111707	12	118376555	118418033
ENSG00000244479	7	144300395	144356181
ENSG00000162004	16	722582	726954
ENSG00000100697	14	95086228	95158010
ENSG00000158882	1	161225939	161230746
ENSG00000101849	X	9463320	9741037
ENSG00000103248	16	86530178	86555235
ENSG00000159409	1	151700058	151716803
ENSG00000078140	4	39698109	39782792
ENSG00000185565	3	115802363	117139389
ENSG00000124102	20	45174902	45176544
ENSG00000075218	22	46296870	46330810
ENSG00000070610	9	35736866	35749228
ENSG00000255680	11	6618790	6619764
ENSG00000248734	5	96784777	96785999
ENSG00000140876	16	77722492	77742260
ENSG00000265478	17	18809956	18810940
ENSG00000163735	4	73995642	73998677
ENSG00000233901	9	129332300	129359541
ENSG00000118407	6	75291859	75493800
ENSG00000250551	5	96050115	96215519
ENSG00000269934	1	228238241	228276066
ENSG00000152484	13	27066156	27171811
ENSG00000113658	5	136132845	136188747
ENSG00000227252	2	236910797	237085838
ENSG00000273893	20	46681676	46682375
ENSG00000074317	5	176620082	176630556
ENSG00000136541	2	157318631	157327713
ENSG00000105325	19	3506311	3538334
ENSG00000165475	13	20403666	20525873
ENSG00000119185	2	9403475	9423528
ENSG00000248464	5	44388732	44413989
ENSG00000165487	13	21492691	21604181
ENSG00000075413	14	103385377	103503831
ENSG00000236423	1	3900352	3917225
ENSG00000155100	8	91070196	91087095
ENSG00000171163	1	248850006	248859144
ENSG00000114739	3	38453890	38493142
ENSG00000258227	7	141927357	141947007
ENSG00000109113	17	28714281	28718429
ENSG00000108468	17	48070052	48101478
ENSG00000196420	1	153537147	153541765
ENSG00000116698	1	183472216	183598246
ENSG00000251314	5	95962001	96631085
ENSG00000118513	6	135181308	135219173
ENSG00000269439	19	17488990	17511889
ENSG00000164010	1	42817122	42844991
ENSG00000149136	11	57325986	57335892
ENSG00000140157	15	22838644	22869362
ENSG00000127423	1	25831913	25859458
ENSG00000185163	12	132136594	132144319
ENSG00000164062	3	49674014	49683971
ENSG00000139687	13	48303744	48599436
ENSG00000169379	3	93980139	94055678
ENSG00000171928	17	18781111	18806714
ENSG00000144580	2	218568580	218597080
ENSG00000263335	16	15726674	15732993
ENSG00000275074	8	22106874	22109419
ENSG00000128917	15	40929340	40939073
ENSG00000102189	12	92770637	92929331
ENSG00000133116	13	33016423	33066143
ENSG00000188981	4	3244369	3271738
ENSG00000156869	1	99703970	99766635
ENSG00000142546	19	49555468	49590262
ENSG00000253123	8	37326575	37331991
ENSG00000130304	19	17468769	17506168
ENSG00000135968	2	108449107	108509415
ENSG00000139767	12	118981541	119163051
ENSG00000155506	5	154682986	154817605
ENSG00000166313	11	6395125	6419414
ENSG00000151176	12	113358566	113391629
ENSG00000142002	19	4675224	4724673
ENSG00000155256	10	97737121	97760907
ENSG00000275549	9	137250219	137253497
ENSG00000124743	6	53647916	53665756
ENSG00000101782	18	23453287	23486603
ENSG00000166340	11	6612768	6619448
ENSG00000172264	20	13995369	16053197
ENSG00000169715	16	56625475	56627112
ENSG00000089335	19	34677639	34686397
ENSG00000147649	8	97644184	97730260
ENSG00000184347	5	168661733	169301139
ENSG00000146083	5	176526712	176538025
ENSG00000133641	12	88033846	88050160
ENSG00000204052	6	43506969	43510686
ENSG00000112367	6	109690609	109878098
ENSG00000248774	4	173322206	173329694
ENSG00000140612	15	84669538	84716460
ENSG00000111602	12	56416363	56449426
ENSG00000245213	4	173094868	173169652
ENSG00000225733	3	14920347	14948424
ENSG00000198612	2	237085882	237100474
ENSG00000035115	2	217730	266398
ENSG00000121570	3	109326144	109337546
ENSG00000197136	11	65615776	65637439
ENSG00000136720	2	128236716	128318868
ENSG00000270094	1	228394290	228396967
ENSG00000160818	1	156594301	156601496
ENSG00000257553	12	56104614	56113905
ENSG00000106554	7	132784870	133082090
ENSG00000140391	15	77041404	77083984
ENSG00000279762	17	32423971	32446038
ENSG00000108823	17	50164214	50175928
ENSG00000077044	2	233354494	233472104
ENSG00000154370	1	228393673	228406835
ENSG00000179743	1	15834474	15848147
ENSG00000225075	1	112693688	112696621
ENSG00000135447	12	54575387	54588659
ENSG00000152804	10	92689955	92695647
ENSG00000276166	16	57759358	57760024
ENSG00000138092	2	24793136	24822376
ENSG00000131653	16	2155698	2178129
ENSG00000131019	6	150061053	150069121
ENSG00000132964	13	26254104	26405238
ENSG00000259813	16	88696501	88698610
ENSG00000256001	12	127142029	127146532
ENSG00000095574	10	122990807	123008812
ENSG00000159208	1	150282543	150287093
ENSG00000166676	16	10760919	10818794
ENSG00000117697	1	212726153	212791782
ENSG00000013561	5	141958328	141990292
ENSG00000184363	11	392614	404908
ENSG00000155530	7	134127299	134264595
ENSG00000047230	X	16587999	16712936
ENSG00000123091	1	51236273	51273447
ENSG00000116675	1	65248219	65415871
ENSG00000158717	16	88696499	88706408
ENSG00000197646	9	5510531	5571282
ENSG00000026751	1	160739057	160754821
ENSG00000260081	X	153599315	153613937
ENSG00000147255	X	131273506	131578899
ENSG00000135525	6	136342281	136550819
ENSG00000250899	12	3041437	3044950
ENSG00000181938	16	58295080	58406147
ENSG00000137033	9	6215786	6257983
ENSG00000147676	8	119165034	119245673
ENSG00000173905	3	168008689	168095924
ENSG00000123384	12	57128483	57213361
ENSG00000100983	20	34928432	34956027
ENSG00000135951	2	98997261	99154964
ENSG00000143333	1	182598623	182604389
ENSG00000144959	3	172630249	172711218
ENSG00000253327	8	116874424	116876868
ENSG00000110344	11	118359600	118399211
ENSG00000086619	1	236214681	236282019
ENSG00000149806	11	65120630	65122177
ENSG00000204519	19	57681969	57717301
ENSG00000259238	15	59688517	59689418
ENSG00000092108	14	30622291	30737694
ENSG00000137413	6	42050513	42087461
ENSG00000247626	2	197705369	197708395
ENSG00000183258	5	177511577	177516961
ENSG00000186298	12	110719680	110742939
ENSG00000174951	19	48748011	48755390
ENSG00000157014	3	10248023	10281218
ENSG00000164304	6	7326656	7389742
ENSG00000119778	2	23748664	23927123
ENSG00000100100	22	31281594	31292534
ENSG00000102048	X	15235288	15270467
ENSG00000261799	12	273954	277123
ENSG00000132196	1	162790702	162812823
ENSG00000116729	1	68098473	68233120
ENSG00000167861	17	74950742	74973166
ENSG00000124257	20	45888625	45891208
ENSG00000229043	7	1160374	1165607
ENSG00000112499	6	160171061	160277638
ENSG00000115289	2	74505043	74507695
ENSG00000257923	7	101815904	102283958
ENSG00000120217	9	5450503	5470566
ENSG00000165168	X	37780018	37813461
ENSG00000111554	12	68272443	68332381
ENSG00000165304	9	36572862	36677683
ENSG00000140297	15	59594875	59640239
ENSG00000155324	5	126360132	126496494
ENSG00000147677	8	116642130	116766925
ENSG00000255326	11	75583196	75594665
ENSG00000212124	12	11021619	11022620
ENSG00000135049	9	85546539	85742029
ENSG00000186854	2	84821650	84907008
ENSG00000213762	19	57614233	57624724
ENSG00000102225	X	47217860	47229997
ENSG00000051620	6	138403531	138422197
ENSG00000179820	19	53864763	53876435
ENSG00000116871	1	36155579	36180849
ENSG00000142207	21	32311018	32393012
ENSG00000178381	7	1152071	1160759
ENSG00000214026	11	1947278	1984522
ENSG00000076770	X	132369317	132489968
ENSG00000122642	7	32957404	33006930
ENSG00000171533	11	75586918	75669038
ENSG00000197774	16	1772810	1781708
ENSG00000240288	3	10285754	10294903
ENSG00000186026	19	44072159	44089613
ENSG00000165671	5	177131830	177300213
ENSG00000136828	9	126914774	127223166
ENSG00000130513	19	18374731	18389176
ENSG00000167447	17	59209400	59215239
ENSG00000170142	3	23805955	23891640
ENSG00000155542	5	56909260	56925532
ENSG00000183978	17	42795147	42798704
ENSG00000270120	16	50712844	50713589
ENSG00000204498	6	31546870	31558829
ENSG00000159885	19	44025342	44033110
ENSG00000265401	17	16382152	16382669
ENSG00000151376	11	86441108	86672636
ENSG00000231050	1	1891223	1892726
ENSG00000141905	19	3314403	3469217
ENSG00000276293	17	38765691	38800126
ENSG00000198794	15	74957219	75021495
ENSG00000152443	19	57746815	57758148
ENSG00000134308	2	9583967	9630997
ENSG00000166012	11	93729948	93784391
ENSG00000170315	17	16380798	16382745
ENSG00000124216	20	49982980	49988886
ENSG00000139154	12	19404045	19720801
ENSG00000184924	2	24789728	24793391
ENSG00000101150	20	63865228	63891545
ENSG00000176978	9	137110546	137115177
ENSG00000104427	8	78666089	78719765
ENSG00000132356	5	40759389	40798374
ENSG00000111452	12	130953907	131141469
ENSG00000185716	16	22007638	22087534
ENSG00000164506	6	147204417	147390476
ENSG00000066827	8	134477788	134713049
ENSG00000077147	10	96518110	96587452
ENSG00000159164	1	149903318	149917844
ENSG00000137207	6	43511832	43516985
ENSG00000164597	7	107201372	107564261
ENSG00000126562	17	42780610	42797066
ENSG00000239569	7	105013281	105014321
ENSG00000006625	7	30496621	30504841
ENSG00000239445	3	98706236	98732757
ENSG00000170667	7	102479976	102517777
ENSG00000267750	17	44299574	44315315
ENSG00000188921	9	20999509	21031640
ENSG00000226856	2	118132128	118222250
ENSG00000112053	6	35943516	36024868
ENSG00000132821	20	37903111	37945350
ENSG00000126259	19	35855861	35867136
ENSG00000166435	11	74807739	74949200
ENSG00000137806	15	41387218	41409403
ENSG00000170242	11	11841423	11961887
ENSG00000076826	19	7595863	7618304
ENSG00000234203	17	4972851	4974681
ENSG00000262678	17	4986466	4987324
ENSG00000136710	2	130337933	130342699
ENSG00000085831	1	51287258	51345116
ENSG00000234741	1	173858559	173868882
ENSG00000120265	6	149749443	149811420
ENSG00000050438	12	51391317	51515763
ENSG00000124596	6	41033627	41097787
ENSG00000151025	10	25174802	25602229
ENSG00000254535	4	134196333	134201789
ENSG00000109743	4	15703065	15738313
ENSG00000177463	3	14947583	15053600
ENSG00000157514	X	107713221	107777342
ENSG00000136634	1	206767602	206774541
ENSG00000153044	5	69189574	69210357
ENSG00000136715	2	127941217	128028120
ENSG00000164764	8	73064543	73124088
ENSG00000254413	22	50568869	50582965
ENSG00000158869	1	161215234	161220699
ENSG00000242173	16	280450	283010
ENSG00000205352	12	53441678	53446645
ENSG00000141741	17	39728496	39730532
ENSG00000171055	2	36531805	36646087
ENSG00000156925	X	137566127	137577691
ENSG00000163728	3	180602163	180617828
ENSG00000260077	2	10039092	10040663
ENSG00000118156	19	47520690	47573148
ENSG00000222017	2	197693106	197774823
ENSG00000135018	9	83659968	83707958
ENSG00000143442	1	151402724	151459494
ENSG00000273162	10	101060029	101061005
ENSG00000079134	18	214520	268050
ENSG00000189316	7	64888527	64890100
ENSG00000187601	X	55452127	55453566
ENSG00000168802	16	69118010	69132588
ENSG00000132128	1	46261196	46303616
ENSG00000071246	14	76761468	76783015
ENSG00000160179	21	42199689	42297244
ENSG00000198039	7	64870172	64930981
ENSG00000156711	6	36127809	36144524
ENSG00000261997	16	55538200	55542027
ENSG00000256812	16	55566684	55567687
ENSG00000247746	X	55484616	55489848
ENSG00000091436	2	173075435	173268015
ENSG00000101224	20	3786772	3806121
ENSG00000254662	11	57325603	57327958
ENSG00000089280	16	31180138	31191605
ENSG00000105656	19	18442663	18522116
ENSG00000104218	8	67062417	67196778
ENSG00000162601	1	58643440	58700077
ENSG00000168077	8	27633868	27676776
ENSG00000087253	16	55509072	55586666
ENSG00000078725	9	119153458	119369435
ENSG00000018869	19	56375846	56393538
ENSG00000243279	X	49071161	49074002
ENSG00000131914	1	26410817	26429728
ENSG00000164695	8	81732448	81759515
ENSG00000186063	1	222668013	222713210
ENSG00000130164	19	11089462	11133820
ENSG00000247809	15	96110040	96327361
ENSG00000100979	20	45898621	45912155
ENSG00000219545	7	7640711	7968020
ENSG00000185483	1	63774017	64181498
ENSG00000230551	5	149494314	149504670
ENSG00000152433	19	57363477	57379565
ENSG00000266677	17	18172625	18184753
ENSG00000177879	5	115841592	115914081
ENSG00000197992	12	10030678	10066031
ENSG00000162892	1	206897443	206904139
ENSG00000088992	12	117038923	117099479
ENSG00000163946	3	56620132	56683265
ENSG00000182963	17	44798448	44830816
ENSG00000118898	16	4882507	4960741
ENSG00000125870	20	16729961	16742564
ENSG00000057019	3	98795941	98901695
ENSG00000136631	1	150067279	150145329
ENSG00000163633	4	86876205	86892422
ENSG00000204460	2	129242173	129273848
ENSG00000177599	19	11797667	11809622
ENSG00000259081	14	76774284	76781518
ENSG00000258301	14	76781733	76786724
ENSG00000170162	6	117265558	117273565
ENSG00000101400	20	33407957	33443763
ENSG00000224081	1	94613814	94855426
ENSG00000005075	7	102473128	102478922
ENSG00000088002	19	48552172	48599425
ENSG00000132510	17	7834217	7854796
ENSG00000112033	6	35342558	35428191
ENSG00000106399	7	7636518	7718607
ENSG00000173757	17	42199177	42276707
ENSG00000013523	14	76786009	76826246
ENSG00000163141	1	151036321	151047720
ENSG00000271503	17	35871491	35880793
ENSG00000189164	19	37371061	37393066
ENSG00000187955	8	120059780	120373573
ENSG00000171302	17	78991716	79009867
ENSG00000272502	8	120812219	120813359
ENSG00000170581	12	56341597	56360167
ENSG00000120438	6	159778498	159789703
ENSG00000134815	19	47349315	47382704
ENSG00000181827	15	56087280	56245082
ENSG00000119965	10	122930901	122954311
ENSG00000106701	9	105447796	105552433
ENSG00000178201	19	57454790	57457140
ENSG00000101596	18	2655726	2805017
ENSG00000101911	X	12791355	12824222
ENSG00000113924	3	120628172	120682269
ENSG00000185760	6	72621792	73198853
ENSG00000271727	6	692530	796781
ENSG00000170522	4	110045846	110199199
ENSG00000094631	X	48801377	48824982
ENSG00000177045	19	45764785	45769252
ENSG00000198833	6	89326625	89352722
ENSG00000244274	20	45406057	45410610
ENSG00000184575	12	64404392	64451125
ENSG00000224043	2	134735464	134918710
ENSG00000161692	17	44708608	44752264
ENSG00000158373	6	26158122	26171349
ENSG00000268199	19	18441419	18443597
ENSG00000156218	15	83654088	84039842
ENSG00000090686	1	21678298	21783606
ENSG00000180354	7	30134986	30162762
ENSG00000178947	X	135421944	135428075
ENSG00000269951	15	77067654	77068325
ENSG00000105974	7	116524994	116561179
ENSG00000259652	15	77043680	77045160
ENSG00000186141	1	145824088	145844402
ENSG00000136997	8	127735434	127742951
ENSG00000162894	1	206903317	206923247
ENSG00000124103	20	56517187	56526152
ENSG00000109814	4	39498755	39528311
ENSG00000123612	2	157526767	157628864
ENSG00000256060	19	57363551	57365405
ENSG00000105613	19	12833951	12874952
ENSG00000212747	X	135020513	135022542
ENSG00000259775	14	103331674	103332367
ENSG00000164309	5	79689836	79800240
ENSG00000107821	10	101061989	101068131
ENSG00000189283	3	59747277	61251459
ENSG00000231563	1	228407365	228410870
ENSG00000106415	7	7968796	8094272
ENSG00000165949	14	94104836	94116695
ENSG00000197128	19	57466663	57477570
ENSG00000171860	12	8056844	8066359
ENSG00000073146	22	50089879	50161690
